,Time,Distance,Probability
0,0,0,0.0006821282401091405
1,0,16,0.054570259208731244
2,0,32,0.06548431105047749
3,0,48,0.07025920873124147
4,0,64,0.07639836289222374
5,0,80,0.08390177353342429
6,0,96,0.09072305593451568
7,0,112,0.10504774897680765
8,0,128,0.1145975443383356
9,0,144,0.12482946793997271
10,0,160,0.126193724420191
11,0,176,0.12892223738062755
12,0,192,0.13165075034106413
13,0,208,0.13369713506139155
14,0,224,0.13437926330150068
15,0,240,0.1364256480218281
16,0,256,0.13710777626193724
17,0,272,0.1377899045020464
18,25,0,0.019099590723055934
19,25,16,0.247612551159618
20,25,32,0.2694406548431105
21,25,48,0.2776261937244202
22,25,64,0.29195088676671216
23,25,80,0.30763983628922237
24,25,96,0.3171896316507503
25,25,112,0.33901773533424284
26,25,128,0.35266030013642563
27,25,144,0.36766712141882674
28,25,160,0.3758526603001364
29,25,176,0.3894952251023192
30,25,192,0.39631650750341063
31,25,208,0.4051841746248295
32,25,224,0.4120054570259209
33,25,240,0.41609822646657574
34,25,256,0.42155525238744884
35,25,272,0.4324693042291951
36,50,0,0.03342428376534789
37,50,16,0.41678035470668484
38,50,32,0.45225102319236016
39,50,48,0.46248294679399726
40,50,64,0.47748976807639837
41,50,80,0.4931787175989086
42,50,96,0.5054570259208732
43,50,112,0.5279672578444747
44,50,128,0.5416098226466576
45,50,144,0.5559345156889495
46,50,160,0.5613915416098226
47,50,176,0.5688949522510232
48,50,192,0.5750341064120055
49,50,208,0.5839017735334243
50,50,224,0.5893587994542974
51,50,240,0.5934515688949522
52,50,256,0.5995907230559345
53,50,272,0.6105047748976807
54,75,0,0.1364256480218281
55,75,16,0.5136425648021828
56,75,32,0.5457025920873124
57,75,48,0.5559345156889495
58,75,64,0.5709413369713506
59,75,80,0.5866302864938608
60,75,96,0.5989085948158254
61,75,112,0.621418826739427
62,75,128,0.6350613915416098
63,75,144,0.6493860845839018
64,75,160,0.6589358799454298
65,75,176,0.6643929058663028
66,75,192,0.669849931787176
67,75,208,0.6780354706684857
68,75,224,0.6834924965893588
69,75,240,0.6875852660300137
70,75,256,0.6937244201909959
71,75,272,0.7046384720327421
72,100,0,0.23874488403819918
73,100,16,0.5613915416098226
74,100,32,0.58731241473397
75,100,48,0.5982264665757162
76,100,64,0.6132332878581174
77,100,80,0.6289222373806276
78,100,96,0.6412005457025921
79,100,112,0.6637107776261937
80,100,128,0.6773533424283765
81,100,144,0.6916780354706685
82,100,160,0.7012278308321964
83,100,176,0.7066848567530696
84,100,192,0.7121418826739427
85,100,208,0.7203274215552524
86,100,224,0.7257844474761255
87,100,240,0.7298772169167803
88,100,256,0.7360163710777626
89,100,272,0.7469304229195088
90,125,0,0.2694406548431105
91,125,16,0.5743519781718963
92,125,32,0.5995907230559345
93,125,48,0.6111869031377899
94,125,64,0.6268758526603001
95,125,80,0.6432469304229195
96,125,96,0.655525238744884
97,125,112,0.6780354706684857
98,125,128,0.6916780354706685
99,125,144,0.7060027285129604
100,125,160,0.7155525238744884
101,125,176,0.7210095497953616
102,125,192,0.7271487039563438
103,125,208,0.7353342428376535
104,125,224,0.7407912687585266
105,125,240,0.7448840381991815
106,125,256,0.7517053206002728
107,125,272,0.7633015006821282
108,150,0,0.28512960436562074
109,150,16,0.5818553888130968
110,150,32,0.6077762619372442
111,150,48,0.6200545702592087
112,150,64,0.6350613915416098
113,150,80,0.6521145975443383
114,150,96,0.665075034106412
115,150,112,0.6882673942701227
116,150,128,0.7019099590723056
117,150,144,0.7162346521145976
118,150,160,0.7257844474761255
119,150,176,0.7319236016371078
120,150,192,0.737380627557981
121,150,208,0.7455661664392906
122,150,224,0.7510231923601637
123,150,240,0.7551159618008185
124,150,256,0.76193724420191
125,150,272,0.7735334242837654
126,175,0,0.2967257844474761
127,175,16,0.5879945429740792
128,175,32,0.6145975443383356
129,175,48,0.6275579809004093
130,175,64,0.6425648021828103
131,175,80,0.660300136425648
132,175,96,0.6725784447476125
133,175,112,0.6957708049113234
134,175,128,0.7094133697135061
135,175,144,0.7237380627557981
136,175,160,0.7332878581173261
137,175,176,0.7401091405184175
138,175,192,0.7455661664392906
139,175,208,0.7537517053206003
140,175,224,0.7592087312414734
141,175,240,0.7633015006821282
142,175,256,0.7701227830832197
143,175,272,0.781718963165075
144,200,0,0.3062755798090041
145,200,16,0.5941336971350614
146,200,32,0.6221009549795361
147,200,48,0.6343792633015006
148,200,64,0.650068212824011
149,200,80,0.6678035470668485
150,200,96,0.680081855388813
151,200,112,0.7032742155525239
152,200,128,0.7175989085948158
153,200,144,0.7319236016371078
154,200,160,0.7407912687585266
155,200,176,0.747612551159618
156,200,192,0.7530695770804912
157,200,208,0.7612551159618008
158,200,224,0.767394270122783
159,200,240,0.7714870395634379
160,200,256,0.7783083219645294
161,200,272,0.7899045020463847
162,225,0,0.30900409276944063
163,225,16,0.5982264665757162
164,225,32,0.6255115961800819
165,225,48,0.6377899045020464
166,225,64,0.6534788540245566
167,225,80,0.6712141882673943
168,225,96,0.6834924965893588
169,225,112,0.7080491132332879
170,225,128,0.7216916780354706
171,225,144,0.7360163710777626
172,225,160,0.7448840381991815
173,225,176,0.7517053206002728
174,225,192,0.757162346521146
175,225,208,0.7653478854024557
176,225,224,0.7714870395634379
177,225,240,0.7762619372442019
178,225,256,0.7830832196452933
179,225,272,0.7946793997271487
180,250,0,0.3117326057298772
181,250,16,0.5995907230559345
182,250,32,0.6268758526603001
183,250,48,0.6391541609822646
184,250,64,0.654843110504775
185,250,80,0.6725784447476125
186,250,96,0.684856753069577
187,250,112,0.7094133697135061
188,250,128,0.723055934515689
189,250,144,0.737380627557981
190,250,160,0.7469304229195088
191,250,176,0.7530695770804912
192,250,192,0.7585266030013642
193,250,208,0.7667121418826739
194,250,224,0.7728512960436562
195,250,240,0.7776261937244202
196,250,256,0.7844474761255116
197,250,272,0.796043656207367
198,275,0,0.3144611186903138
199,275,16,0.6016371077762619
200,275,32,0.6296043656207367
201,275,48,0.6418826739427013
202,275,64,0.6575716234652115
203,275,80,0.67462482946794
204,275,96,0.6875852660300137
205,275,112,0.7114597544338336
206,275,128,0.7251023192360164
207,275,144,0.7394270122783083
208,275,160,0.7503410641200545
209,275,176,0.7564802182810368
210,275,192,0.76193724420191
211,275,208,0.7701227830832197
212,275,224,0.7762619372442019
213,275,240,0.7810368349249659
214,275,256,0.7878581173260573
215,275,272,0.7994542974079127
216,300,0,0.3178717598908595
217,300,16,0.6050477489768077
218,300,32,0.6330150068212824
219,300,48,0.645293315143247
220,300,64,0.6609822646657572
221,300,80,0.6780354706684857
222,300,96,0.6909959072305594
223,300,112,0.7148703956343793
224,300,128,0.7285129604365621
225,300,144,0.742837653478854
226,300,160,0.7537517053206003
227,300,176,0.7598908594815825
228,300,192,0.7653478854024557
229,300,208,0.7735334242837654
230,300,224,0.7796725784447476
231,300,240,0.7844474761255116
232,300,256,0.791268758526603
233,300,272,0.8028649386084584
234,325,0,0.3219645293315143
235,325,16,0.6098226466575716
236,325,32,0.6391541609822646
237,325,48,0.6514324693042292
238,325,64,0.6671214188267395
239,325,80,0.6834924965893588
240,325,96,0.6964529331514324
241,325,112,0.7203274215552524
242,325,128,0.7339699863574352
243,325,144,0.7482946793997272
244,325,160,0.7592087312414734
245,325,176,0.7653478854024557
246,325,192,0.7708049113233287
247,325,208,0.7789904502046384
248,325,224,0.7851296043656207
249,325,240,0.7899045020463847
250,325,256,0.7967257844474761
251,325,272,0.8083219645293315
252,350,0,0.32537517053206005
253,350,16,0.6105047748976807
254,350,32,0.6398362892223738
255,350,48,0.6521145975443383
256,350,64,0.6678035470668485
257,350,80,0.6855388813096862
258,350,96,0.6978171896316507
259,350,112,0.7216916780354706
260,350,128,0.7353342428376535
261,350,144,0.7496589358799455
262,350,160,0.7605729877216917
263,350,176,0.7667121418826739
264,350,192,0.772169167803547
265,350,208,0.7803547066848567
266,350,224,0.786493860845839
267,350,240,0.791268758526603
268,350,256,0.7980900409276944
269,350,272,0.8096862210095498
270,375,0,0.3267394270122783
271,375,16,0.6111869031377899
272,375,32,0.6418826739427013
273,375,48,0.6541609822646658
274,375,64,0.669849931787176
275,375,80,0.6875852660300137
276,375,96,0.699181446111869
277,375,112,0.723055934515689
278,375,128,0.7366984993178718
279,375,144,0.7510231923601637
280,375,160,0.76193724420191
281,375,176,0.7680763983628922
282,375,192,0.7735334242837654
283,375,208,0.781718963165075
284,375,224,0.7878581173260573
285,375,240,0.7926330150068213
286,375,256,0.7994542974079127
287,375,272,0.8110504774897681
288,400,0,0.32878581173260574
289,400,16,0.6132332878581174
290,400,32,0.6439290586630286
291,400,48,0.6568894952251023
292,400,64,0.6725784447476125
293,400,80,0.689631650750341
294,400,96,0.7012278308321964
295,400,112,0.7257844474761255
296,400,128,0.7394270122783083
297,400,144,0.7537517053206003
298,400,160,0.7639836289222374
299,400,176,0.7701227830832197
300,400,192,0.7755798090040927
301,400,208,0.7837653478854024
302,400,224,0.7899045020463847
303,400,240,0.7946793997271487
304,400,256,0.8015006821282401
305,400,272,0.8130968622100955
306,425,0,0.3315143246930423
307,425,16,0.6173260572987722
308,425,32,0.6480218281036835
309,425,48,0.6609822646657572
310,425,64,0.6773533424283765
311,425,80,0.694406548431105
312,425,96,0.7060027285129604
313,425,112,0.7305593451568895
314,425,128,0.7442019099590723
315,425,144,0.7592087312414734
316,425,160,0.7687585266030014
317,425,176,0.7748976807639836
318,425,192,0.7803547066848567
319,425,208,0.7885402455661664
320,425,224,0.7946793997271487
321,425,240,0.7994542974079127
322,425,256,0.8062755798090041
323,425,272,0.8178717598908595
324,450,0,0.3328785811732606
325,450,16,0.6186903137789904
326,450,32,0.6487039563437926
327,450,48,0.6616643929058663
328,450,64,0.6787175989085948
329,450,80,0.6957708049113234
330,450,96,0.7073669849931787
331,450,112,0.7319236016371078
332,450,128,0.7462482946793997
333,450,144,0.7605729877216917
334,450,160,0.7701227830832197
335,450,176,0.7762619372442019
336,450,192,0.781718963165075
337,450,208,0.7905866302864939
338,450,224,0.7967257844474761
339,450,240,0.8015006821282401
340,450,256,0.8083219645293315
341,450,272,0.819918144611187
342,475,0,0.334924965893588
343,475,16,0.6207366984993179
344,475,32,0.6514324693042292
345,475,48,0.6637107776261937
346,475,64,0.6814461118690314
347,475,80,0.6984993178717599
348,475,96,0.7100954979536153
349,475,112,0.7346521145975443
350,475,128,0.7489768076398363
351,475,144,0.7633015006821282
352,475,160,0.7728512960436562
353,475,176,0.7789904502046384
354,475,192,0.7844474761255116
355,475,208,0.7933151432469304
356,475,224,0.7994542974079127
357,475,240,0.8042291950886766
358,475,256,0.8110504774897681
359,475,272,0.8226466575716235
360,500,0,0.334924965893588
361,500,16,0.6207366984993179
362,500,32,0.6514324693042292
363,500,48,0.6643929058663028
364,500,64,0.6814461118690314
365,500,80,0.6984993178717599
366,500,96,0.7100954979536153
367,500,112,0.7346521145975443
368,500,128,0.7489768076398363
369,500,144,0.7633015006821282
370,500,160,0.7728512960436562
371,500,176,0.7789904502046384
372,500,192,0.7844474761255116
373,500,208,0.7933151432469304
374,500,224,0.7994542974079127
375,500,240,0.8042291950886766
376,500,256,0.8110504774897681
377,500,272,0.8226466575716235
378,525,0,0.3369713506139154
379,525,16,0.621418826739427
380,525,32,0.6521145975443383
381,525,48,0.665075034106412
382,525,64,0.6821282401091405
383,525,80,0.699181446111869
384,525,96,0.7107776261937244
385,525,112,0.7360163710777626
386,525,128,0.7503410641200545
387,525,144,0.7653478854024557
388,525,160,0.7755798090040927
389,525,176,0.7810368349249659
390,525,192,0.786493860845839
391,525,208,0.7953615279672579
392,525,224,0.8015006821282401
393,525,240,0.8062755798090041
394,525,256,0.8130968622100955
395,525,272,0.8246930422919508
